Season,Type,Name,Team,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%
2017,Batted Ball,Aaron Judge,Yankees,0.81,21.90%,34.90%,43.20%,6.20%,35.60%,4.20%,0.00%,41.40%,30.80%,27.80%,11.20%,43.50%,45.30%
