Season,Tpye,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
2017,Standard,Aaron Judge,Yankees,155,542,678,154,75,24,3,52,128,114,127,11,208,5,4,0,15,9,4,0.284
