Season,Type,Name,Team,wFB,wSL,wCT,wCB,wCH,wSF,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C
2017,Pitch Value,Aaron Judge,Yankees,37.8,-3.9,2.2,9,13,-0.5,2.47,-0.58,1.07,3.46,4.51,-1.58
