Season,Type,Name,Team,FB%,SL%,CT%,CB%,CH%,SF%,XX%
2017,Pitch Info,Aaron Judge,Yankees,51.2% (93.4),22.5% (84.5),6.9% (88.5),8.7% (80.3),9.6% (83.8),1.0% (85.0),1.30%
