Season,Type,Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
2017,Plate Discipline,Aaron Judge,Yankees,24.70%,66.20%,41.10%,44.80%,80.60%,67.60%,39.50%,56.80%,13.10%
